time	V(out)	I(Bat)
2.446119545673860e-006	2.827280e+001	-5.284997e-004
2.446343785736623e-006	2.827280e+001	-5.284924e-004
2.446616756993104e-006	2.827280e+001	-5.284835e-004
2.446896657621003e-006	2.827280e+001	-5.284745e-004
2.447298824574812e-006	2.827280e+001	-5.284613e-004
2.447728892123227e-006	2.827280e+001	-5.284473e-004
2.448158463804641e-006	2.827280e+001	-5.284333e-004
2.448412222358065e-006	2.827280e+001	-5.284251e-004
2.448705770040291e-006	2.827280e+001	-5.284155e-004
2.449009579868145e-006	2.827280e+001	-5.284057e-004
2.449423622426945e-006	2.827280e+001	-5.283921e-004
2.449877525507306e-006	2.827280e+001	-5.283774e-004
2.450186759585437e-006	2.827280e+001	-5.283674e-004
2.450413539268284e-006	2.827280e+001	-5.283600e-004
2.450681757805056e-006	2.827280e+001	-5.283512e-004
2.450956641709180e-006	2.827280e+001	-5.283423e-004
2.451354083949148e-006	2.827280e+001	-5.283293e-004
2.451779585239856e-006	2.827280e+001	-5.283155e-004
2.452257884924284e-006	2.827280e+001	-5.282999e-004
2.452522077808164e-006	2.827280e+001	-5.282914e-004
2.452826726385715e-006	2.827280e+001	-5.282814e-004
2.453140320587265e-006	2.827280e+001	-5.282713e-004
2.453561673549181e-006	2.827280e+001	-5.282576e-004
2.454027606307895e-006	2.827280e+001	-5.282424e-004
2.454300983519449e-006	2.827280e+001	-5.282335e-004
2.454525627922784e-006	2.827280e+001	-5.282263e-004
2.454805562384253e-006	2.827280e+001	-5.282172e-004
2.455092028897705e-006	2.827280e+001	-5.282079e-004
2.455500116218762e-006	2.827280e+001	-5.281946e-004
2.455936514536188e-006	2.827280e+001	-5.281804e-004
2.456309790489512e-006	2.827280e+001	-5.281683e-004
2.456553181888086e-006	2.827280e+001	-5.281604e-004
2.456837316829307e-006	2.827280e+001	-5.281512e-004
2.457131069836136e-006	2.827280e+001	-5.281416e-004
2.457539065056265e-006	2.827280e+001	-5.281284e-004
2.457981942165678e-006	2.827280e+001	-5.281140e-004
2.458359988907812e-006	2.827280e+001	-5.281018e-004
2.458599884648197e-006	2.827280e+001	-5.280940e-004
2.458876374408655e-006	2.827280e+001	-5.280850e-004
2.459162413502894e-006	2.827280e+001	-5.280757e-004
2.459564599514694e-006	2.827280e+001	-5.280626e-004
2.460001057827772e-006	2.827280e+001	-5.280485e-004
2.460395875573290e-006	2.827280e+001	-5.280356e-004
2.460643465390089e-006	2.827280e+001	-5.280276e-004
2.460931742384923e-006	2.827280e+001	-5.280183e-004
2.461229949191704e-006	2.827280e+001	-5.280086e-004
2.461640735200639e-006	2.827280e+001	-5.279953e-004
2.462088380808907e-006	2.827280e+001	-5.279808e-004
2.462434887108043e-006	2.827280e+001	-5.279696e-004
2.462669525214991e-006	2.827280e+001	-5.279619e-004
2.462942211147585e-006	2.827280e+001	-5.279531e-004
2.463223198623418e-006	2.827280e+001	-5.279440e-004
2.463623032236850e-006	2.827280e+001	-5.279310e-004
2.464054450928212e-006	2.827280e+001	-5.279171e-004
2.464485271835919e-006	2.827280e+001	-5.279031e-004
2.464739615164880e-006	2.827280e+001	-5.278948e-004
2.465034113355453e-006	2.827280e+001	-5.278853e-004
2.465338716603030e-006	2.827280e+001	-5.278754e-004
2.465753474564702e-006	2.827280e+001	-5.278620e-004
2.466208289329704e-006	2.827280e+001	-5.278473e-004
2.466512121661664e-006	2.827280e+001	-5.278374e-004
2.466737429378959e-006	2.827280e+001	-5.278302e-004
2.467004733810341e-006	2.827280e+001	-5.278215e-004
2.467278391444511e-006	2.827280e+001	-5.278126e-004
2.467675327371585e-006	2.827280e+001	-5.277998e-004
2.468099691762199e-006	2.827280e+001	-5.277860e-004
2.468587285943789e-006	2.827280e+001	-5.277703e-004
2.468853663793589e-006	2.827280e+001	-5.277616e-004
2.469160824708880e-006	2.827280e+001	-5.277517e-004
2.469476373381417e-006	2.827280e+001	-5.277415e-004
2.469899391948732e-006	2.827280e+001	-5.277278e-004
2.470367909551480e-006	2.827280e+001	-5.277126e-004
2.470635428216567e-006	2.827280e+001	-5.277040e-004
2.470860364356718e-006	2.827280e+001	-5.276967e-004
2.471144048052993e-006	2.827280e+001	-5.276875e-004
2.471433591146188e-006	2.827280e+001	-5.276782e-004
2.471844797340999e-006	2.827280e+001	-5.276649e-004
2.472284304074182e-006	2.827280e+001	-5.276507e-004
2.472631607754504e-006	2.827280e+001	-5.276395e-004
2.472870808754222e-006	2.827280e+001	-5.276317e-004
2.473151781869161e-006	2.827280e+001	-5.276226e-004
2.473441698463080e-006	2.827280e+001	-5.276133e-004
2.473847714952576e-006	2.827280e+001	-5.276002e-004
2.474286585032689e-006	2.827280e+001	-5.275860e-004
2.474692687583536e-006	2.827280e+001	-5.275729e-004
2.474937263255379e-006	2.827280e+001	-5.275650e-004
2.475217507055460e-006	2.827280e+001	-5.275559e-004
2.475508275123838e-006	2.827280e+001	-5.275465e-004
2.475912826185703e-006	2.827280e+001	-5.275334e-004
2.476354170651482e-006	2.827280e+001	-5.275192e-004
2.476716304174125e-006	2.827280e+001	-5.275075e-004
2.476958560178343e-006	2.827280e+001	-5.274997e-004
2.477242616759799e-006	2.827280e+001	-5.274905e-004
2.477535960536224e-006	2.827280e+001	-5.274810e-004
2.477944111243715e-006	2.827280e+001	-5.274679e-004
2.478386528589334e-006	2.827280e+001	-5.274536e-004
2.478766899647903e-006	2.827280e+001	-5.274413e-004
2.479007043499720e-006	2.827280e+001	-5.274336e-004
2.479283566942268e-006	2.827280e+001	-5.274246e-004
2.479569705065098e-006	2.827280e+001	-5.274154e-004
2.479971873167245e-006	2.827280e+001	-5.274024e-004
2.480408462600520e-006	2.827280e+001	-5.273884e-004
2.480801876911956e-006	2.827280e+001	-5.273757e-004
2.481049325268377e-006	2.827280e+001	-5.273677e-004
2.481337604292898e-006	2.827280e+001	-5.273584e-004
2.481635773477120e-006	2.827280e+001	-5.273488e-004
2.482046585830195e-006	2.827280e+001	-5.273356e-004
2.482494154114527e-006	2.827280e+001	-5.273211e-004
2.482841616718076e-006	2.827280e+001	-5.273099e-004
2.483076320594697e-006	2.827280e+001	-5.273024e-004
2.483348917955922e-006	2.827280e+001	-5.272936e-004
2.483629827560447e-006	2.827280e+001	-5.272845e-004
2.484029573518472e-006	2.827280e+001	-5.272717e-004
2.484460946402996e-006	2.827280e+001	-5.272577e-004
2.484891475253030e-006	2.827280e+001	-5.272439e-004
2.485145874404264e-006	2.827280e+001	-5.272357e-004
2.485440541935702e-006	2.827280e+001	-5.272262e-004
2.485745277205577e-006	2.827280e+001	-5.272164e-004
2.486160165228741e-006	2.827280e+001	-5.272030e-004
2.486615092324396e-006	2.827280e+001	-5.271884e-004
2.486918720729278e-006	2.827280e+001	-5.271786e-004
2.487143854824839e-006	2.827280e+001	-5.271714e-004
2.487410926724620e-006	2.827280e+001	-5.271627e-004
2.487684293699285e-006	2.827280e+001	-5.271540e-004
2.488081061723918e-006	2.827280e+001	-5.271412e-004
2.488505180896517e-006	2.827280e+001	-5.271275e-004
2.488994175257030e-006	2.827280e+001	-5.271118e-004
2.489260997061813e-006	2.827280e+001	-5.271032e-004
2.489568768039036e-006	2.827280e+001	-5.270933e-004
2.489884760446999e-006	2.827280e+001	-5.270832e-004
2.490308196968200e-006	2.827280e+001	-5.270696e-004
2.490777268832123e-006	2.827280e+001	-5.270545e-004
2.491043738326166e-006	2.827280e+001	-5.270459e-004
2.491268658946438e-006	2.827280e+001	-5.270387e-004
2.491552922204815e-006	2.827280e+001	-5.270295e-004
2.491842900392527e-006	2.827280e+001	-5.270202e-004
2.492254599294864e-006	2.827280e+001	-5.270070e-004
2.492694579301902e-006	2.827280e+001	-5.269928e-004
2.493037360401900e-006	2.827280e+001	-5.269818e-004
2.493275837145712e-006	2.827280e+001	-5.269742e-004
2.493556433721425e-006	2.827280e+001	-5.269651e-004
2.493845849306706e-006	2.827280e+001	-5.269558e-004
2.494251669904966e-006	2.827280e+001	-5.269428e-004
2.494689994231347e-006	2.827280e+001	-5.269288e-004
2.495100586549924e-006	2.827280e+001	-5.269155e-004
2.495345846139282e-006	2.827280e+001	-5.269077e-004
2.495626569261426e-006	2.827280e+001	-5.268987e-004
2.495917952529523e-006	2.827280e+001	-5.268893e-004
2.496322786200680e-006	2.827280e+001	-5.268763e-004
2.496764809239608e-006	2.827280e+001	-5.268621e-004
2.497122096924364e-006	2.827280e+001	-5.268506e-004
2.497363695265119e-006	2.827280e+001	-5.268429e-004
2.497647400168405e-006	2.827280e+001	-5.268338e-004
2.497940271053179e-006	2.827280e+001	-5.268244e-004
2.498348230418988e-006	2.827280e+001	-5.268113e-004
2.498790113344349e-006	2.827280e+001	-5.267971e-004
2.499174571319940e-006	2.827280e+001	-5.267848e-004
2.499415278948626e-006	2.827280e+001	-5.267771e-004
2.499692122884604e-006	2.827280e+001	-5.267682e-004
2.499978718301522e-006	2.827280e+001	-5.267590e-004
2.500381060546506e-006	2.827280e+001	-5.267461e-004
2.500818146508623e-006	2.827280e+001	-5.267321e-004
2.501207587030968e-006	2.827280e+001	-5.267196e-004
2.501454444330926e-006	2.827280e+001	-5.267117e-004
2.501742348430996e-006	2.827280e+001	-5.267025e-004
2.502040064845905e-006	2.827280e+001	-5.266930e-004
2.502450666899354e-006	2.827280e+001	-5.266798e-004
2.502897705899242e-006	2.827280e+001	-5.266655e-004
2.503248968319797e-006	2.827280e+001	-5.266542e-004
2.503484242160092e-006	2.827280e+001	-5.266467e-004
2.503757075951969e-006	2.827280e+001	-5.266379e-004
2.504038349819624e-006	2.827280e+001	-5.266289e-004
2.504438198020998e-006	2.827280e+001	-5.266161e-004
2.504869961788166e-006	2.827280e+001	-5.266023e-004
2.505296921970456e-006	2.827280e+001	-5.265886e-004
2.505550741678062e-006	2.827280e+001	-5.265805e-004
2.505844969827081e-006	2.827280e+001	-5.265711e-004
2.506149243813262e-006	2.827280e+001	-5.265613e-004
2.506563871585693e-006	2.827280e+001	-5.265481e-004
2.507018222019740e-006	2.827280e+001	-5.265335e-004
2.507325646994895e-006	2.827280e+001	-5.265237e-004
2.507551624629141e-006	2.827280e+001	-5.265165e-004
2.507818998369788e-006	2.827280e+001	-5.265079e-004
2.508092811956914e-006	2.827280e+001	-5.264991e-004
2.508489676656560e-006	2.827280e+001	-5.264864e-004
2.508914246893031e-006	2.827280e+001	-5.264729e-004
2.509398522603195e-006	2.827280e+001	-5.264574e-004
2.509664401987686e-006	2.827280e+001	-5.264489e-004
2.509971231351198e-006	2.827280e+001	-5.264390e-004
2.510286479163390e-006	2.827280e+001	-5.264290e-004
2.510709312603890e-006	2.827280e+001	-5.264155e-004
2.511177310775340e-006	2.827280e+001	-5.264005e-004
2.511446494720975e-006	2.827280e+001	-5.263919e-004
2.511671128595668e-006	2.827280e+001	-5.263847e-004
2.511953359820435e-006	2.827280e+001	-5.263757e-004
2.512241705771102e-006	2.827280e+001	-5.263665e-004
2.512651750063432e-006	2.827280e+001	-5.263534e-004
2.513090100733879e-006	2.827280e+001	-5.263394e-004
2.513445100153300e-006	2.827280e+001	-5.263280e-004
2.513685870172678e-006	2.827280e+001	-5.263204e-004
2.513968252118683e-006	2.827280e+001	-5.263113e-004
2.514259786368894e-006	2.827280e+001	-5.263020e-004
2.514666724221934e-006	2.827280e+001	-5.262890e-004
2.515107185567255e-006	2.827280e+001	-5.262750e-004
2.515503270162084e-006	2.827280e+001	-5.262623e-004
2.515745876570486e-006	2.827280e+001	-5.262546e-004
2.516024209463829e-006	2.827280e+001	-5.262457e-004
2.516312712119831e-006	2.827280e+001	-5.262365e-004
2.516715990045049e-006	2.827280e+001	-5.262236e-004
2.517155054026573e-006	2.827280e+001	-5.262096e-004
2.517530759087300e-006	2.827280e+001	-5.261976e-004
2.517775336850164e-006	2.827280e+001	-5.261898e-004
2.518061477804594e-006	2.827280e+001	-5.261807e-004
2.518357179841556e-006	2.827280e+001	-5.261713e-004
2.518766699506962e-006	2.827280e+001	-5.261582e-004
2.519211542904406e-006	2.827280e+001	-5.261441e-004
2.519577152820407e-006	2.827280e+001	-5.261324e-004
2.519814746910190e-006	2.827280e+001	-5.261248e-004
2.520089076653533e-006	2.827280e+001	-5.261161e-004
2.520372406909631e-006	2.827280e+001	-5.261070e-004
2.520773135352977e-006	2.827280e+001	-5.260942e-004
2.521206966490468e-006	2.827280e+001	-5.260804e-004
2.521618367599380e-006	2.827280e+001	-5.260673e-004
2.521869318739292e-006	2.827280e+001	-5.260593e-004
2.522160955499364e-006	2.827280e+001	-5.260500e-004
2.522462603240720e-006	2.827280e+001	-5.260404e-004
2.522875593079271e-006	2.827280e+001	-5.260273e-004
2.523326921602093e-006	2.827280e+001	-5.260129e-004
2.523652509275487e-006	2.827280e+001	-5.260026e-004
2.523882624964883e-006	2.827280e+001	-5.259952e-004
2.524152160338995e-006	2.827280e+001	-5.259866e-004
2.524428976561356e-006	2.827280e+001	-5.259778e-004
2.524826922134463e-006	2.827280e+001	-5.259651e-004
2.525254378961552e-006	2.827280e+001	-5.259515e-004
2.525713896289132e-006	2.827280e+001	-5.259369e-004
2.525974458367935e-006	2.827280e+001	-5.259286e-004
2.526275612406369e-006	2.827280e+001	-5.259190e-004
2.526586207902268e-006	2.827280e+001	-5.259091e-004
2.527005339758514e-006	2.827280e+001	-5.258958e-004
2.527467235572250e-006	2.827280e+001	-5.258811e-004
2.527751245146684e-006	2.827280e+001	-5.258721e-004
2.527975133431494e-006	2.827280e+001	-5.258649e-004
2.528248388922345e-006	2.827280e+001	-5.258563e-004
2.528528545779712e-006	2.827280e+001	-5.258474e-004
2.528931044388191e-006	2.827280e+001	-5.258346e-004
2.529361445481006e-006	2.827280e+001	-5.258209e-004
2.529784027913992e-006	2.827280e+001	-5.258074e-004
2.530036855698850e-006	2.827280e+001	-5.257994e-004
2.530329939289882e-006	2.827280e+001	-5.257901e-004
2.530633170343406e-006	2.827280e+001	-5.257804e-004
2.531046989961269e-006	2.827280e+001	-5.257673e-004
2.531500063057013e-006	2.827280e+001	-5.257529e-004
2.531816093838090e-006	2.827280e+001	-5.257429e-004
2.532044022085492e-006	2.827280e+001	-5.257356e-004
2.532312293255540e-006	2.827280e+001	-5.257271e-004
2.532587381297973e-006	2.827280e+001	-5.257184e-004
2.532984647818223e-006	2.827280e+001	-5.257057e-004
2.533410463602108e-006	2.827280e+001	-5.256922e-004
2.533883114133949e-006	2.827280e+001	-5.256772e-004
2.534146563713198e-006	2.827280e+001	-5.256688e-004
2.534450859194699e-006	2.827280e+001	-5.256592e-004
2.534764068823615e-006	2.827280e+001	-5.256493e-004
2.535185260797285e-006	2.827280e+001	-5.256359e-004
2.535650478887869e-006	2.827280e+001	-5.256211e-004
2.535926514322120e-006	2.827280e+001	-5.256124e-004
2.536150640231422e-006	2.827280e+001	-5.256053e-004
2.536428306306943e-006	2.827280e+001	-5.255964e-004
2.536712705784618e-006	2.827280e+001	-5.255874e-004
2.537118968021937e-006	2.827280e+001	-5.255745e-004
2.537553444129236e-006	2.827280e+001	-5.255608e-004
2.537939499124466e-006	2.827280e+001	-5.255485e-004
2.538185542945886e-006	2.827280e+001	-5.255407e-004
2.538472415920093e-006	2.827280e+001	-5.255317e-004
2.538769122321662e-006	2.827280e+001	-5.255222e-004
2.539178956808367e-006	2.827280e+001	-5.255092e-004
2.539624814685086e-006	2.827280e+001	-5.254951e-004
2.539985527722312e-006	2.827280e+001	-5.254837e-004
2.540222230986093e-006	2.827280e+001	-5.254762e-004
2.540495820206343e-006	2.827280e+001	-5.254675e-004
2.540778192043119e-006	2.827280e+001	-5.254585e-004
2.541178441357526e-006	2.827280e+001	-5.254459e-004
2.541611352925115e-006	2.827280e+001	-5.254322e-004
2.542028598630150e-006	2.827280e+001	-5.254190e-004
2.542280772560525e-006	2.827280e+001	-5.254109e-004
2.542573671187153e-006	2.827280e+001	-5.254017e-004
2.542876561801689e-006	2.827280e+001	-5.253921e-004
2.543290381080905e-006	2.827280e+001	-5.253790e-004
2.543743067996077e-006	2.827280e+001	-5.253647e-004
2.544061116642549e-006	2.827280e+001	-5.253546e-004
2.544289416371807e-006	2.827280e+001	-5.253474e-004
2.544557774614704e-006	2.827280e+001	-5.253389e-004
2.544833009532885e-006	2.827280e+001	-5.253301e-004
2.545230279655756e-006	2.827280e+001	-5.253176e-004
2.545656256211255e-006	2.827280e+001	-5.253041e-004
2.546127123108901e-006	2.827280e+001	-5.252892e-004
2.546390265606750e-006	2.827280e+001	-5.252809e-004
2.546694304844004e-006	2.827280e+001	-5.252713e-004
2.547007288720721e-006	2.827280e+001	-5.252614e-004
2.547428325099322e-006	2.827280e+001	-5.252481e-004
2.547893214957381e-006	2.827280e+001	-5.252333e-004
2.548170195134107e-006	2.827280e+001	-5.252246e-004
2.548394214357058e-006	2.827280e+001	-5.252175e-004
2.548671212708062e-006	2.827280e+001	-5.252088e-004
2.548954991295592e-006	2.827280e+001	-5.251998e-004
2.549360703539264e-006	2.827280e+001	-5.251869e-004
2.549794593328549e-006	2.827280e+001	-5.251733e-004
2.550185089723906e-006	2.827280e+001	-5.251609e-004
2.550432001152600e-006	2.827280e+001	-5.251531e-004
2.550719712746516e-006	2.827280e+001	-5.251440e-004
2.551017317947585e-006	2.827280e+001	-5.251346e-004
2.551427703034997e-006	2.827280e+001	-5.251217e-004
2.551874501577000e-006	2.827280e+001	-5.251075e-004
2.552229547168931e-006	2.827280e+001	-5.250964e-004
2.552465216325638e-006	2.827280e+001	-5.250889e-004
2.552738003640897e-006	2.827280e+001	-5.250803e-004
2.553019320057684e-006	2.827280e+001	-5.250714e-004
2.553419061089603e-006	2.827280e+001	-5.250588e-004
2.553850949202120e-006	2.827280e+001	-5.250452e-004
2.554275227030497e-006	2.827280e+001	-5.250318e-004
2.554528826749054e-006	2.827280e+001	-5.250238e-004
2.554823154964342e-006	2.827280e+001	-5.250145e-004
2.555127438895487e-006	2.827280e+001	-5.250049e-004
2.555542188136616e-006	2.827280e+001	-5.249918e-004
2.555996440804809e-006	2.827280e+001	-5.249775e-004
2.556305635764301e-006	2.827280e+001	-5.249677e-004
2.556531733681189e-006	2.827280e+001	-5.249606e-004
2.556798795453843e-006	2.827280e+001	-5.249522e-004
2.557072259202316e-006	2.827280e+001	-5.249435e-004
2.557468829074669e-006	2.827280e+001	-5.249311e-004
2.557893146265016e-006	2.827280e+001	-5.249177e-004
2.558377608490069e-006	2.827280e+001	-5.249024e-004
2.558643863652046e-006	2.827280e+001	-5.248940e-004
2.558951412669849e-006	2.827280e+001	-5.248843e-004
2.559267153865857e-006	2.827280e+001	-5.248744e-004
2.559690504381780e-006	2.827280e+001	-5.248610e-004
2.560159029119546e-006	2.827280e+001	-5.248463e-004
2.560427602304896e-006	2.827280e+001	-5.248378e-004
2.560652029407311e-006	2.827280e+001	-5.248307e-004
2.560934261066534e-006	2.827280e+001	-5.248219e-004
2.561222562762194e-006	2.827280e+001	-5.248128e-004
2.561632653681152e-006	2.827280e+001	-5.247999e-004
2.562071034276438e-006	2.827280e+001	-5.247861e-004
2.562423695011239e-006	2.827280e+001	-5.247750e-004
2.562664348847590e-006	2.827280e+001	-5.247674e-004
2.562946988514898e-006	2.827280e+001	-5.247585e-004
2.563238715138614e-006	2.827280e+001	-5.247493e-004
2.563645884276093e-006	2.827280e+001	-5.247365e-004
2.564086449024296e-006	2.827280e+001	-5.247226e-004
2.564483338492341e-006	2.827280e+001	-5.247101e-004
2.564725784553011e-006	2.827280e+001	-5.247025e-004
2.565003665726671e-006	2.827280e+001	-5.246938e-004
2.565291712715598e-006	2.827280e+001	-5.246847e-004
2.565694632415586e-006	2.827280e+001	-5.246720e-004
2.566133316499140e-006	2.827280e+001	-5.246582e-004
2.566509962157084e-006	2.827280e+001	-5.246464e-004
2.566754987402537e-006	2.827280e+001	-5.246387e-004
2.567041835538970e-006	2.827280e+001	-5.246297e-004
2.567338222733180e-006	2.827280e+001	-5.246204e-004
2.567748255514923e-006	2.827280e+001	-5.246075e-004
2.568193731084074e-006	2.827280e+001	-5.245935e-004
2.568556664928113e-006	2.827280e+001	-5.245821e-004
2.568793532283082e-006	2.827280e+001	-5.245746e-004
2.569066993476374e-006	2.827280e+001	-5.245660e-004
2.569349276574959e-006	2.827280e+001	-5.245571e-004
2.569749385639009e-006	2.827280e+001	-5.245446e-004
2.570182260732137e-006	2.827280e+001	-5.245310e-004
2.570598809280639e-006	2.827280e+001	-5.245179e-004
2.570851036040762e-006	2.827280e+001	-5.245100e-004
2.571144181503570e-006	2.827280e+001	-5.245008e-004
2.571447261646691e-006	2.827280e+001	-5.244912e-004
2.571861276017524e-006	2.827280e+001	-5.244783e-004
2.572314112828800e-006	2.827280e+001	-5.244641e-004
2.572632026406778e-006	2.827280e+001	-5.244541e-004
2.572860100742935e-006	2.827280e+001	-5.244469e-004
2.573128104592745e-006	2.827280e+001	-5.244385e-004
2.573402904806246e-006	2.827280e+001	-5.244299e-004
2.573799910529766e-006	2.827280e+001	-5.244174e-004
2.574225521620255e-006	2.827280e+001	-5.244041e-004
2.574698248983537e-006	2.827280e+001	-5.243892e-004
2.574962001164096e-006	2.827280e+001	-5.243809e-004
2.575266889634970e-006	2.827280e+001	-5.243714e-004
2.575580520952777e-006	2.827280e+001	-5.243616e-004
2.576002141972737e-006	2.827280e+001	-5.243483e-004
2.576467794086228e-006	2.827280e+001	-5.243337e-004
2.576743336741857e-006	2.827280e+001	-5.243251e-004
2.576967266394374e-006	2.827280e+001	-5.243181e-004
2.577244870440614e-006	2.827280e+001	-5.243094e-004
2.577529182849861e-006	2.827280e+001	-5.243005e-004
2.577935436720171e-006	2.827280e+001	-5.242878e-004
2.578369886778437e-006	2.827280e+001	-5.242741e-004
2.578754174633966e-006	2.827280e+001	-5.242621e-004
2.579000150333989e-006	2.827280e+001	-5.242544e-004
2.579287244079255e-006	2.827280e+001	-5.242454e-004
2.579584107000679e-006	2.827280e+001	-5.242361e-004
2.579994135736091e-006	2.827280e+001	-5.242233e-004
2.580440075189824e-006	2.827280e+001	-5.242093e-004
2.580801485314933e-006	2.827280e+001	-5.241980e-004
2.581038048601842e-006	2.827280e+001	-5.241906e-004
2.581311239625118e-006	2.827280e+001	-5.241820e-004
2.581593177921531e-006	2.827280e+001	-5.241732e-004
2.581993110150718e-006	2.827280e+001	-5.241607e-004
2.582425665804901e-006	2.827280e+001	-5.241471e-004
2.582843995402792e-006	2.827280e+001	-5.241340e-004
2.583096641545831e-006	2.827280e+001	-5.241262e-004
2.583390265151366e-006	2.827280e+001	-5.241170e-004
2.583693797415936e-006	2.827280e+001	-5.241075e-004
2.584108132914129e-006	2.827280e+001	-5.240945e-004
2.584561455104501e-006	2.827280e+001	-5.240804e-004
2.584876850105683e-006	2.827280e+001	-5.240705e-004
2.585104248501595e-006	2.827280e+001	-5.240634e-004
2.585371777971603e-006	2.827280e+001	-5.240550e-004
2.585645944214221e-006	2.827280e+001	-5.240464e-004
2.586042667932453e-006	2.827280e+001	-5.240340e-004
2.586467698476505e-006	2.827280e+001	-5.240208e-004
2.586944781591930e-006	2.827280e+001	-5.240058e-004
2.587209588617908e-006	2.827280e+001	-5.239975e-004
2.587515717625594e-006	2.827280e+001	-5.239880e-004
2.587830318246152e-006	2.827280e+001	-5.239781e-004
2.588252764608128e-006	2.827280e+001	-5.239649e-004
2.588719660903824e-006	2.827280e+001	-5.239504e-004
2.588992424861281e-006	2.827280e+001	-5.239419e-004
2.589216431267324e-006	2.827280e+001	-5.239348e-004
2.589495645346116e-006	2.827280e+001	-5.239262e-004
2.589781381152591e-006	2.827280e+001	-5.239172e-004
2.590188997641564e-006	2.827280e+001	-5.239045e-004
2.590624862683707e-006	2.827280e+001	-5.238909e-004
2.590996665639202e-006	2.827280e+001	-5.238793e-004
2.591240577179308e-006	2.827280e+001	-5.238716e-004
2.591526014669290e-006	2.827280e+001	-5.238627e-004
2.591820977196139e-006	2.827280e+001	-5.238535e-004
2.592229966999534e-006	2.827280e+001	-5.238408e-004
2.592673857618071e-006	2.827280e+001	-5.238269e-004
2.593049068355927e-006	2.827280e+001	-5.238152e-004
2.593287728083328e-006	2.827280e+001	-5.238078e-004
2.593562378506626e-006	2.827280e+001	-5.237992e-004
2.593846320958516e-006	2.827280e+001	-5.237904e-004
2.594247147302611e-006	2.827280e+001	-5.237779e-004
2.594681725378667e-006	2.827280e+001	-5.237643e-004
2.595085172490817e-006	2.827280e+001	-5.237517e-004
2.595335118036958e-006	2.827280e+001	-5.237439e-004
2.595626355887982e-006	2.827280e+001	-5.237348e-004
2.595927436226958e-006	2.827280e+001	-5.237255e-004
2.596340271359904e-006	2.827280e+001	-5.237126e-004
2.596790800942325e-006	2.827280e+001	-5.236986e-004
2.597123177363338e-006	2.827280e+001	-5.236882e-004
2.597354239220138e-006	2.827280e+001	-5.236811e-004
2.597623740074400e-006	2.827280e+001	-5.236726e-004
2.597900666691566e-006	2.827280e+001	-5.236640e-004
2.598298405566268e-006	2.827280e+001	-5.236516e-004
2.598726096251614e-006	2.827280e+001	-5.236383e-004
2.599180773220650e-006	2.827280e+001	-5.236241e-004
2.599440821731153e-006	2.827280e+001	-5.236160e-004
2.599741923013459e-006	2.827280e+001	-5.236067e-004
2.600052356392289e-006	2.827280e+001	-5.235970e-004
2.600471533959923e-006	2.827280e+001	-5.235840e-004
2.600933026460745e-006	2.827280e+001	-5.235696e-004
2.601219071718811e-006	2.827280e+001	-5.235607e-004
2.601442504320016e-006	2.827280e+001	-5.235538e-004
2.601714052203561e-006	2.827280e+001	-5.235453e-004
2.601992396917437e-006	2.827280e+001	-5.235366e-004
2.602393509757059e-006	2.827280e+001	-5.235241e-004
2.602822306509615e-006	2.827280e+001	-5.235108e-004
2.603255728928930e-006	2.827280e+001	-5.234974e-004
2.603511197032765e-006	2.827280e+001	-5.234894e-004
2.603807379368028e-006	2.827280e+001	-5.234802e-004
2.604113467917128e-006	2.827280e+001	-5.234706e-004
2.604529381643740e-006	2.827280e+001	-5.234577e-004
2.604985581667544e-006	2.827280e+001	-5.234436e-004
2.605285462325784e-006	2.827280e+001	-5.234343e-004
2.605508835208011e-006	2.827280e+001	-5.234273e-004
2.605774109310263e-006	2.827280e+001	-5.234191e-004
2.606045157553826e-006	2.827280e+001	-5.234106e-004
2.606440710582004e-006	2.827280e+001	-5.233983e-004
2.606862843452699e-006	2.827280e+001	-5.233852e-004
2.607364278141422e-006	2.827280e+001	-5.233696e-004
2.607634839217477e-006	2.827280e+001	-5.233612e-004
2.607947641845379e-006	2.827280e+001	-5.233515e-004
2.608267156847871e-006	2.827280e+001	-5.233416e-004
2.608694014801668e-006	2.827280e+001	-5.233283e-004
2.609167705641884e-006	2.827280e+001	-5.233136e-004
2.609425256534116e-006	2.827280e+001	-5.233056e-004
2.609650365025716e-006	2.827280e+001	-5.232986e-004
2.609969080465446e-006	2.827280e+001	-5.232887e-004
2.610259087519129e-006	2.827280e+001	-5.232798e-004
2.610694335059805e-006	2.827280e+001	-5.232663e-004
2.611133082559214e-006	2.827280e+001	-5.232526e-004
2.611422040887367e-006	2.827280e+001	-5.232437e-004
2.611653696143697e-006	2.827280e+001	-5.232365e-004
2.611940919552525e-006	2.827280e+001	-5.232276e-004
2.612234493937074e-006	2.827280e+001	-5.232185e-004
2.612647336476119e-006	2.827280e+001	-5.232057e-004
2.613089505969614e-006	2.827280e+001	-5.231919e-004
2.613459545013690e-006	2.827280e+001	-5.231805e-004
2.613696921132162e-006	2.827280e+001	-5.231731e-004
2.613969927293245e-006	2.827280e+001	-5.231647e-004
2.614251860216874e-006	2.827280e+001	-5.231559e-004
2.614651458020543e-006	2.827280e+001	-5.231436e-004
2.615084073510541e-006	2.827280e+001	-5.231301e-004
2.615501625571054e-006	2.827280e+001	-5.231172e-004
